component_id,model,category,brand,date,price,event_label,data_source
acer fa100 | 2.0TB | SSD,acer fa100,Storage,acer,2023-01-01,109.22,"post_crypto_deflation,nand_oversupply",synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2023-11-01,79.5,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2023-12-01,86.37,"ai_demand_wave,ram_shortage",synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-01-01,85.44,"ram_shortage,ai_investment_surge",synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-02-01,79.56,"ram_shortage,ai_investment_surge",synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-03-01,82.24,"ram_shortage,ai_investment_surge",synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-04-01,80.8,"ram_shortage,ai_investment_surge",synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-05-01,80.88,ai_investment_surge,synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-06-01,81.88,ai_investment_surge,synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-07-01,78.77,ai_investment_surge,synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-08-01,79.94,new_cpu_gen_releases,synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-09-01,79.4,new_cpu_gen_releases,synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-10-01,80.65,new_cpu_gen_releases,synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-11-01,77.37,"new_cpu_gen_releases,black_friday_2024",synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2024-12-01,76.11,new_cpu_gen_releases,synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2025-01-01,79.53,rtx5000_launch_pressure,synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2025-02-01,77.25,rtx5000_launch_pressure,synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2025-03-01,76.48,rtx5000_launch_pressure,synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2025-04-01,76.6,rtx5000_launch_pressure,synthetic
acer predator gm7000 | 1.0TB | SSD,acer predator gm7000,Storage,acer,2025-05-01,81.82,rtx5000_launch_pressure,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-01-01,122.29,"post_crypto_deflation,nand_oversupply",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-02-01,128.66,"post_crypto_deflation,nand_oversupply",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-03-01,115.22,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-04-01,120.34,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-05-01,122.44,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-06-01,122.91,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-07-01,121.93,"ai_demand_wave,nand_oversupply",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-08-01,121.99,"ai_demand_wave,nand_oversupply",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-09-01,128.99,ai_demand_wave,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-10-01,129.34,"ai_demand_wave,ram_shortage",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-11-01,127.68,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2023-12-01,132.66,"ai_demand_wave,ram_shortage",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-01-01,126.52,"ram_shortage,ai_investment_surge",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-02-01,124.44,"ram_shortage,ai_investment_surge",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-03-01,125.21,"ram_shortage,ai_investment_surge",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-04-01,130.89,"ram_shortage,ai_investment_surge",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-05-01,128.71,ai_investment_surge,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-06-01,129.83,ai_investment_surge,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-07-01,122.57,ai_investment_surge,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-08-01,125.15,new_cpu_gen_releases,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-09-01,129.74,new_cpu_gen_releases,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-10-01,125.91,new_cpu_gen_releases,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-11-01,122.91,"new_cpu_gen_releases,black_friday_2024",synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2024-12-01,125.89,new_cpu_gen_releases,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2025-01-01,127.07,rtx5000_launch_pressure,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2025-02-01,124.14,rtx5000_launch_pressure,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2025-03-01,119.69,rtx5000_launch_pressure,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2025-04-01,126.51,rtx5000_launch_pressure,synthetic
acer predator gm7000 | 2.0TB | SSD,acer predator gm7000,Storage,acer,2025-05-01,121.42,rtx5000_launch_pressure,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-01-01,95.68,"post_crypto_deflation,nand_oversupply",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-02-01,94.83,"post_crypto_deflation,nand_oversupply",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-03-01,93.96,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-04-01,93.09,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-05-01,89.61,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-06-01,86.86,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-07-01,86.47,"ai_demand_wave,nand_oversupply",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-08-01,80.24,"ai_demand_wave,nand_oversupply",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-09-01,89.21,ai_demand_wave,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-10-01,89.84,"ai_demand_wave,ram_shortage",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-11-01,84.84,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2023-12-01,96.68,"ai_demand_wave,ram_shortage",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-01-01,90.94,"ram_shortage,ai_investment_surge",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-02-01,90.34,"ram_shortage,ai_investment_surge",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-03-01,95.67,"ram_shortage,ai_investment_surge",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-04-01,87.99,"ram_shortage,ai_investment_surge",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-05-01,91.1,ai_investment_surge,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-06-01,83.58,ai_investment_surge,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-07-01,84.48,ai_investment_surge,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-08-01,81.21,new_cpu_gen_releases,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-09-01,84.23,new_cpu_gen_releases,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-10-01,88.34,new_cpu_gen_releases,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-11-01,74.84,"new_cpu_gen_releases,black_friday_2024",synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2024-12-01,87.06,new_cpu_gen_releases,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2025-01-01,85.58,rtx5000_launch_pressure,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2025-02-01,80.37,rtx5000_launch_pressure,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2025-03-01,76.83,rtx5000_launch_pressure,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2025-04-01,80.19,rtx5000_launch_pressure,synthetic
adata legend 700 | 1.0TB | SSD,adata legend 700,Storage,adata,2025-05-01,77.5,rtx5000_launch_pressure,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-01-01,103.23,"post_crypto_deflation,nand_oversupply",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-02-01,100.72,"post_crypto_deflation,nand_oversupply",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-03-01,107.46,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-04-01,99.38,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-05-01,96.58,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-06-01,100.75,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-07-01,100.24,"ai_demand_wave,nand_oversupply",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-08-01,105.14,"ai_demand_wave,nand_oversupply",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-09-01,114.72,ai_demand_wave,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-10-01,114.13,"ai_demand_wave,ram_shortage",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-11-01,112.27,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2023-12-01,110.08,"ai_demand_wave,ram_shortage",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-01-01,113.01,"ram_shortage,ai_investment_surge",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-02-01,109.87,"ram_shortage,ai_investment_surge",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-03-01,112.7,"ram_shortage,ai_investment_surge",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-04-01,107.47,"ram_shortage,ai_investment_surge",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-05-01,117.02,ai_investment_surge,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-06-01,112.35,ai_investment_surge,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-07-01,105.96,ai_investment_surge,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-08-01,108.37,new_cpu_gen_releases,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-09-01,117.13,new_cpu_gen_releases,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-10-01,121.17,new_cpu_gen_releases,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-11-01,120.6,"new_cpu_gen_releases,black_friday_2024",synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2024-12-01,134.42,new_cpu_gen_releases,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2025-01-01,122.79,rtx5000_launch_pressure,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2025-02-01,114.11,rtx5000_launch_pressure,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2025-03-01,109.04,rtx5000_launch_pressure,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2025-04-01,119.67,rtx5000_launch_pressure,synthetic
adata legend 800 | 2.0TB | SSD,adata legend 800,Storage,adata,2025-05-01,114.93,rtx5000_launch_pressure,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-01-01,63.66,"post_crypto_deflation,nand_oversupply",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-02-01,62.04,"post_crypto_deflation,nand_oversupply",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-03-01,63.37,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-04-01,65.91,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-05-01,63.75,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-06-01,62.44,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-07-01,59.74,"ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-08-01,58.27,"ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-09-01,68.07,ai_demand_wave,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-10-01,70.11,"ai_demand_wave,ram_shortage",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-11-01,70.81,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2023-12-01,72.34,"ai_demand_wave,ram_shortage",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-01-01,74.94,"ram_shortage,ai_investment_surge",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-02-01,69.42,"ram_shortage,ai_investment_surge",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-03-01,67.62,"ram_shortage,ai_investment_surge",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-04-01,67.69,"ram_shortage,ai_investment_surge",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-05-01,68.51,ai_investment_surge,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-06-01,75.94,ai_investment_surge,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-07-01,67.12,ai_investment_surge,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-08-01,71.88,new_cpu_gen_releases,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-09-01,68.55,new_cpu_gen_releases,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-10-01,74.66,new_cpu_gen_releases,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-11-01,69.53,"new_cpu_gen_releases,black_friday_2024",synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2024-12-01,73.25,new_cpu_gen_releases,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2025-01-01,73.74,rtx5000_launch_pressure,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2025-02-01,70.65,rtx5000_launch_pressure,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2025-03-01,73.99,rtx5000_launch_pressure,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2025-04-01,70.8,rtx5000_launch_pressure,synthetic
adata legend 850 lite | 1.0TB | SSD,adata legend 850 lite,Storage,adata,2025-05-01,68.71,rtx5000_launch_pressure,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-01-01,100.61,"post_crypto_deflation,nand_oversupply",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-02-01,104.93,"post_crypto_deflation,nand_oversupply",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-03-01,111.08,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-04-01,104.36,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-05-01,103.46,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-06-01,104.34,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-07-01,107.71,"ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-08-01,103.52,"ai_demand_wave,nand_oversupply",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-09-01,112.25,ai_demand_wave,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-10-01,120.68,"ai_demand_wave,ram_shortage",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-11-01,110.68,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2023-12-01,125.73,"ai_demand_wave,ram_shortage",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-01-01,119.62,"ram_shortage,ai_investment_surge",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-02-01,110.99,"ram_shortage,ai_investment_surge",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-03-01,110.59,"ram_shortage,ai_investment_surge",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-04-01,123.77,"ram_shortage,ai_investment_surge",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-05-01,124.41,ai_investment_surge,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-06-01,114.66,ai_investment_surge,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-07-01,112.83,ai_investment_surge,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-08-01,121.58,new_cpu_gen_releases,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-09-01,112.31,new_cpu_gen_releases,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-10-01,114.73,new_cpu_gen_releases,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-11-01,116.15,"new_cpu_gen_releases,black_friday_2024",synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2024-12-01,120.03,new_cpu_gen_releases,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2025-01-01,122.22,rtx5000_launch_pressure,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2025-02-01,119.35,rtx5000_launch_pressure,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2025-03-01,122.04,rtx5000_launch_pressure,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2025-04-01,126.22,rtx5000_launch_pressure,synthetic
adata legend 850 lite | 2.0TB | SSD,adata legend 850 lite,Storage,adata,2025-05-01,120.21,rtx5000_launch_pressure,synthetic
adata legend 960 max | 1.0TB | SSD,adata legend 960 max,Storage,adata,2023-01-01,86.62,"post_crypto_deflation,nand_oversupply",synthetic
